nb_clients,T,s,n_rounds,corrected_budget,build_seconds,solve_seconds,scip_seconds,status,objective_value,achieved_GHG
28,90,40,129,241.89473999999998,0.0005844269180670381,7.459591599064879,,optimal_inaccurate,37.35652631510522,241.89453299999963
28,90,60,149,241.92355199999997,0.0005984199233353138,7.22530023008585,,optimal_inaccurate,37.54857416411382,241.92336599999967
28,90,80,169,241.88254799999999,0.0006347179878503084,8.475037015974522,,optimal_inaccurate,37.68680740522267,241.8810269999998
28,90,100,189,241.94484599999998,0.0006542210467159748,9.995473873917945,,optimal_inaccurate,37.838641723477224,241.94455799999972
28,75,20,94,197.13648900000004,0.0006060450104996562,5.246066128020175,,optimal_inaccurate,36.46126108002339,197.13490499999992
28,75,40,114,196.97022300000003,0.0006003360031172633,10.053875316982158,,optimal_inaccurate,36.77798784299469,196.9693020000011
28,75,60,134,196.98510900000002,0.0005805420223623514,9.503592781955376,,optimal_inaccurate,36.98133312965977,196.9847579999997
28,75,80,154,197.19146700000002,0.000643017003312707,14.359459929983132,,optimal_inaccurate,37.12967607150836,197.1904769999996
28,75,100,174,197.30049300000002,0.0006062350003048778,11.521686747903004,,optimal_inaccurate,37.23775410449401,197.29944899999967
28,60,20,79,154.14057900000006,0.0006324129644781351,5.414540685946122,,optimal_inaccurate,35.80095944127626,154.1375489999999
28,60,40,99,154.26841500000006,0.0005649069789797068,5.966311854077503,,optimal_inaccurate,36.09331420732251,154.26710699999973
28,60,60,119,154.18464600000004,0.0005633470136672258,7.766696534003131,,optimal_inaccurate,36.30136481160408,154.18401599999993
28,60,80,139,153.99437700000004,0.0005756779573857784,16.934140849043615,,optimal_inaccurate,36.43932463034507,153.99253799999957
28,60,100,159,153.88513800000004,0.000596756930463016,11.259141813032329,,optimal_inaccurate,36.54339930317849,153.88426199999986
28,45,20,64,115.670184,0.0005827510030940175,4.553173276013695,,optimal_inaccurate,34.99641246996747,115.66993799999997
28,45,40,84,115.537512,0.0004995180061087012,6.109381187940016,,optimal_inaccurate,35.334075401587846,115.53667199999975
28,45,60,104,115.638879,0.0005258979508653283,8.347327087074518,,optimal_inaccurate,35.52411890018464,115.6380749999999
28,45,80,124,115.728243,0.0005675069987773895,8.049196838052012,,optimal_inaccurate,35.66111801176416,115.72808699999979
28,45,100,144,115.61519100000001,0.000593248987570405,12.478512590983883,,optimal_inaccurate,35.742017121549615,115.61514000000001
28,30,20,49,76.73860800000001,0.0005555730313062668,4.562782170949504,,optimal_inaccurate,33.82683015945814,76.73816699999995
28,30,40,69,76.33884900000001,0.00044550804886966944,6.217718763044104,,optimal_inaccurate,34.25018186541821,76.33687199999987
28,30,60,89,76.137084,0.0005298819160088897,6.870805818005465,,optimal_inaccurate,34.418738911991575,76.1366999999999
28,30,80,109,76.141428,0.0006674979813396931,8.445908647030592,,optimal_inaccurate,34.52294794520675,76.14141599999999
28,30,100,129,76.30808100000002,0.0006097709992900491,14.381935726036318,,optimal_inaccurate,34.601894285204075,76.30782900000003
28,15,20,34,36.113661,0.0005428300937637687,6.943845015950501,,optimal_inaccurate,31.851078215638914,36.11202899999999
28,15,40,54,36.105123,0.0004587880102917552,14.454603116959333,,optimal_inaccurate,32.32499998717618,36.104340000000015
28,15,60,74,35.895279,0.0005121800350025296,8.768791181966662,,optimal_inaccurate,32.43247367465449,35.894895000000034
28,15,80,94,35.671872,0.0005439169472083449,9.785456925048493,,optimal_inaccurate,32.45221812610007,35.67096000302129
28,15,100,114,35.505606,0.0005896700313314795,7.3796929229283705,,optimal_inaccurate,32.48715238965032,35.50458000000005
28,5,20,24,10.010231999999998,0.000540941022336483,6.291904728976078,,optimal_inaccurate,28.53285709731777,10.009943999999996
28,5,40,44,9.986960999999997,0.0004674490774050355,13.457033825921826,,optimal_inaccurate,28.86566029123264,9.986108999999999
28,5,60,64,9.694985999999998,0.0004679150879383087,12.671940159983933,,optimal_inaccurate,28.899632387788277,9.694524000000001
28,5,80,84,9.562313999999997,0.0005472700577229261,10.801645829924382,,optimal_inaccurate,28.871825503502155,9.562149
28,5,100,104,9.663680999999997,0.0005367869744077325,12.54472353705205,,optimal_inaccurate,28.914219734502804,9.663398999999995
28,3,20,22,4.908479999999999,0.0005001169629395008,11.14355922001414,,optimal_inaccurate,26.719799430792637,4.907997000415343
28,3,40,42,4.948085999999999,0.0004873101133853197,9.045594576979056,,optimal_inaccurate,27.031175554353833,4.947866999999997
28,3,60,62,4.761576,0.0005040849791839719,14.365385237964801,,optimal_inaccurate,27.030460786144786,4.759715999999999
28,3,80,82,4.653404999999999,0.0006001510191708803,13.175510054919869,,optimal_inaccurate,26.977808308486846,4.651758000000001
28,3,100,102,4.750226999999999,0.0005426689749583602,10.234018613002263,,optimal_inaccurate,27.039311514083835,4.749453000000003
54,90,20,109,443.89862100000005,0.0006161769852042198,14.096363242017105,,optimal_inaccurate,71.7525187015418,443.8973370000009
54,90,40,129,444.08396100000004,0.0007558569777756929,14.007891838089563,,optimal_inaccurate,72.28782452741976,444.0825330000011
54,90,60,149,444.02907000000005,0.0007990850135684013,38.57281420798972,,optimal_inaccurate,72.63757909915951,444.02754000000135
54,90,80,169,443.85223500000006,0.0007735759718343616,45.36198848497588,,optimal_inaccurate,72.8885221767912,443.8514880000007
54,90,100,189,444.08871000000005,0.000909171998500824,55.16164322395343,,optimal_inaccurate,73.14976842641009,444.0885000000006
54,75,20,94,363.65136300000006,0.0007319500437006354,11.303143013967201,,optimal_inaccurate,70.58147531078586,363.65058300000135
54,75,40,114,363.36358200000006,0.0007207290036603808,13.040007986943237,,optimal_inaccurate,71.14883196377325,363.3632430000005
54,75,60,134,363.50648400000006,0.0007511569419875741,20.078832344035618,,optimal_inaccurate,71.53181452915547,363.50624699696124
54,75,80,154,363.61829700000004,0.0007883370853960514,21.282063171966,,optimal_inaccurate,71.80046800931612,363.61729500056697
54,75,100,174,363.701766,0.000954427057877183,30.35266346100252,,optimal_inaccurate,72.00846006116278,363.7011930000008
54,60,20,79,284.84605200000004,0.0006696099881082773,9.10117588203866,,optimal_inaccurate,69.23687036160302,284.84576400000043
54,60,40,99,284.98284300000006,0.0006574689177796245,13.283032010076568,,optimal_inaccurate,69.7784367496982,284.98239600000056
54,60,60,119,284.913672,0.0006514389533549547,19.19372935697902,,optimal_inaccurate,70.18381110343917,284.91318000000047
54,60,80,139,284.62503000000004,0.0007032209541648626,21.351346572046168,,optimal_inaccurate,70.46706827523317,284.6248860000008
54,60,100,159,284.41707900000006,0.0008222110336646438,29.808460506028496,,optimal_inaccurate,70.65660856189818,284.41627193153283
54,45,20,64,212.01221400000003,0.0007198069943115115,9.09702617698349,,optimal_inaccurate,67.60460927504036,212.0119710000003
54,45,40,84,211.89080100000004,0.0006649920251220465,13.656302293995395,,optimal_inaccurate,68.20069555833207,211.88997000000035
54,45,60,104,211.97301900000002,0.0006452900124713778,18.154993011965416,,optimal_inaccurate,68.57865901982527,211.9726440000005
54,45,80,124,212.05096200000003,0.0007980800000950694,17.64521203597542,,optimal_inaccurate,68.87121260918377,212.05065600980964
54,45,100,144,211.803996,0.0007805540226399899,33.687715322943404,,optimal_inaccurate,69.05869503145018,211.80261000000016
54,30,20,49,140.257068,0.000675676972605288,11.311847151024267,,optimal_inaccurate,65.32069764454835,140.25461400000032
54,30,40,69,139.83263399999998,0.0005516650853678584,14.921929697971791,,optimal_inaccurate,66.03756028007325,139.83245099999982
54,30,60,89,139.567146,0.0005874719936400652,16.91145512892399,,optimal_inaccurate,66.38590775477361,139.56708599999988
54,30,80,109,139.583682,0.0006184049416333437,28.62876990996301,,optimal_inaccurate,66.63396897000527,139.58354099999988
