nb_clients,T,s,n_rounds,corrected_budget,build_seconds,solve_seconds,status,objective_value,achieved_GHG
432,75,20,94,363.65136300000006,0.00986517802812159,0.07143085391726345,greedy_done,70.58105271309572,363.60489900000067
432,75,40,114,363.36358200000006,0.0144771090708673,0.08984652499202639,greedy_done,71.14789587641928,363.2770230000011
432,75,60,134,363.50648400000006,0.019885621964931488,0.10649479797575623,greedy_done,71.5316569015471,363.492084000001
432,75,80,154,363.61829700000004,0.02584923803806305,0.1218779570190236,greedy_done,71.80013631147487,363.5898690000012
432,75,100,174,363.701766,0.03326705493964255,0.13777102902531624,greedy_done,72.0083133875196,363.68789700000104
432,60,20,79,284.84605200000004,0.006943661952391267,0.05527069605886936,greedy_done,69.23452177412258,284.6601840000002
432,60,40,99,284.98284300000006,0.010645799920894206,0.07068860402796417,greedy_done,69.77740217014228,284.90918400000044
432,60,60,119,284.913672,0.015446546953171492,0.08572162804193795,greedy_done,70.18356632554752,284.89488300000005
432,60,80,139,284.62503000000004,0.020982182933948934,0.09947094100061804,greedy_done,70.46675577322036,284.6048639999999
432,60,100,159,284.41707900000006,0.02946346194949001,0.11556696309708059,greedy_done,70.65527251726553,284.33851799999974
432,45,20,64,212.01221400000003,0.004617783008143306,0.03977221599780023,greedy_done,67.60400335767646,211.9766669999999
432,45,40,84,211.89080100000004,0.007735811057500541,0.05269098200369626,greedy_done,68.19942927728015,211.825704
432,45,60,104,211.97301900000002,0.011792204924859107,0.06565692706499249,greedy_done,68.57709822354637,211.89602700000006
432,45,80,124,212.05096200000003,0.01695620804093778,0.07846590201370418,greedy_done,68.86991301985317,211.99114199999994
432,45,100,144,211.803996,0.023194541921839118,0.09178061108104885,greedy_done,69.05785928064722,211.76586300000002
432,30,20,49,140.257068,0.0027969139628112316,0.025741943041794002,greedy_done,65.31885984319725,140.18463000000006
432,30,40,69,139.83263399999998,0.005339588038623333,0.03666222805622965,greedy_done,66.03398122221287,139.7187060000001
432,30,60,89,139.567146,0.008877596934325993,0.04749636701308191,greedy_done,66.3839409741355,139.50964200000013
432,30,80,109,139.583682,0.013230846030637622,0.05824943201150745,greedy_done,66.63156066066402,139.5118020000001
432,30,100,129,139.769022,0.01795687002595514,0.06876064895186573,greedy_done,66.8392472186855,139.74547500000025
432,15,20,34,66.97742699999999,0.0014103678986430168,0.01282361603807658,greedy_done,61.49282416043661,66.94797000000005
432,15,40,54,66.78121199999998,0.003314546076580882,0.02172630198765546,greedy_done,62.309822334710624,66.72781200000001
432,15,60,74,66.51276899999999,0.006104925065301359,0.02933313196990639,greedy_done,62.58138141813518,66.47832600000001
432,15,80,94,66.31206599999999,0.009873936069197953,0.03637306694872677,greedy_done,62.7348603426937,66.29069400000004
432,15,100,114,66.02428499999999,0.014470534981228411,0.0436010230332613,greedy_done,62.886252124827514,66.00490200000002
432,5,20,24,18.734414999999995,0.0007619459647685289,0.004768167971633375,greedy_done,55.299250297394096,18.71303700000001
432,5,40,44,18.736274999999992,0.0022309329360723495,0.00931379001121968,greedy_done,55.89541530155774,18.530016000000007
432,5,60,64,18.306644999999993,0.004791171057149768,0.013355296920053661,greedy_done,56.05032073290842,18.279429
432,5,80,84,18.185231999999996,0.007776151061989367,0.017098122974857688,greedy_done,56.13843174739295,18.164301000000012
432,5,100,104,18.267449999999993,0.012023087940178812,0.020920130074955523,greedy_done,56.246217610195984,18.23757900000001
432,3,20,22,9.381371999999995,0.0007337770657613873,0.003084614989347756,greedy_done,51.952440058972165,9.297971999999998
432,3,40,42,9.382148999999995,0.0020943130366504192,0.006155741051770747,greedy_done,52.52575527789566,9.277446
432,3,60,62,8.976971999999996,0.0043340499978512526,0.008817875059321523,greedy_done,52.54288006856783,8.971782000000003
432,3,80,82,8.938475999999996,0.007599698030389845,0.011342171928845346,greedy_done,52.64128010424792,8.932563
432,3,100,102,9.023576999999996,0.011456531006842852,0.014093188918195665,greedy_done,52.739247504630754,8.961972000000001
864,90,20,109,443.89862100000005,0.013266967958770692,0.09042855305597186,greedy_done,71.75127972189239,443.73238800000235
864,90,40,129,444.08396100000004,0.01819055201485753,0.10999317304231226,greedy_done,72.28707931712839,443.9987370000017
864,90,60,149,444.02907000000005,0.024223073036409914,0.12919297302141786,greedy_done,72.63644819144838,443.9102550000021
864,90,80,169,443.85223500000006,0.03218093095347285,0.14631247404031456,greedy_done,72.88851120092849,443.8481010000018
864,90,100,189,444.08871000000005,0.03894931497052312,0.16218504798598588,greedy_done,73.14906175055549,444.01943400000135
864,75,20,94,363.65136300000006,0.009859939105808735,0.0717580079799518,greedy_done,70.58105271309572,363.60489900000067
864,75,40,114,363.36358200000006,0.014452696894295514,0.09108845004811883,greedy_done,71.14789587641928,363.2770230000011
864,75,60,134,363.50648400000006,0.01998690702021122,0.10628646402619779,greedy_done,71.5316569015471,363.492084000001
864,75,80,154,363.61829700000004,0.02597997896373272,0.1214801330352202,greedy_done,71.80013631147487,363.5898690000012
864,75,100,174,363.701766,0.033202879945747554,0.1361523480154574,greedy_done,72.0083133875196,363.68789700000104
864,60,20,79,284.84605200000004,0.007056681904941797,0.054825696046464145,greedy_done,69.23452177412258,284.6601840000002
864,60,40,99,284.98284300000006,0.010855869040824473,0.0704275289317593,greedy_done,69.77740217014228,284.90918400000044
864,60,60,119,284.913672,0.01628809899557382,0.08522304298821837,greedy_done,70.18356632554752,284.89488300000005
864,60,80,139,284.62503000000004,0.02117055794224143,0.09947474906221032,greedy_done,70.46675577322036,284.6048639999999
864,60,100,159,284.41707900000006,0.027638784958980978,0.11330524599179626,greedy_done,70.65527251726553,284.33851799999974
864,45,20,64,212.01221400000003,0.0046826720936223865,0.039721960900351405,greedy_done,67.60400335767646,211.9766669999999
864,45,40,84,211.89080100000004,0.008277545915916562,0.0524297000374645,greedy_done,68.19942927728015,211.825704
864,45,60,104,211.97301900000002,0.01194893300998956,0.06565567897632718,greedy_done,68.57709822354637,211.89602700000006
864,45,80,124,212.05096200000003,0.01685036695562303,0.0791245549917221,greedy_done,68.86991301985317,211.99114199999994
864,45,100,144,211.803996,0.023156475042924285,0.09155769494827837,greedy_done,69.05785928064722,211.76586300000002
864,30,20,49,140.257068,0.0028769479831680655,0.025664546992629766,greedy_done,65.31885984319725,140.18463000000006
864,30,40,69,139.83263399999998,0.005390947102569044,0.03666972497012466,greedy_done,66.03398122221287,139.7187060000001
864,30,60,89,139.567146,0.008768571075052023,0.0472599589265883,greedy_done,66.3839409741355,139.50964200000013
864,30,80,109,139.583682,0.013055959017947316,0.05823478591628373,greedy_done,66.63156066066402,139.5118020000001
864,30,100,129,139.769022,0.018369724974036217,0.06871202099137008,greedy_done,66.8392472186855,139.74547500000025
864,15,20,34,66.97742699999999,0.0014017310459166765,0.012839674018323421,greedy_done,61.49282416043661,66.94797000000005
864,15,40,54,66.78121199999998,0.00331127701792866,0.02162850694730878,greedy_done,62.309822334710624,66.72781200000001
864,15,60,74,66.51276899999999,0.006221337942406535,0.029328036005608737,greedy_done,62.58138141813518,66.47832600000001
864,15,80,94,66.31206599999999,0.010004314943216741,0.036413573077879846,greedy_done,62.7348603426937,66.29069400000004
864,15,100,114,66.02428499999999,0.0141721919644624,0.04352389799896628,greedy_done,62.886252124827514,66.00490200000002
864,5,20,24,18.734414999999995,0.0007967980345711112,0.004855022998526692,greedy_done,55.299250297394096,18.71303700000001
864,5,40,44,18.736274999999992,0.0022115070605650544,0.009268495021387935,greedy_done,55.89541530155774,18.530016000000007
864,5,60,64,18.306644999999993,0.004636848927475512,0.013377132010646164,greedy_done,56.05032073290842,18.279429
864,5,80,84,18.185231999999996,0.007972629042342305,0.017108198953792453,greedy_done,56.13843174739295,18.164301000000012
864,5,100,104,18.267449999999993,0.011891787988133729,0.020917203975841403,greedy_done,56.246217610195984,18.23757900000001
864,3,20,22,9.381371999999995,0.0006622939836233854,0.003053596941754222,greedy_done,51.952440058972165,9.297971999999998
864,3,40,42,9.382148999999995,0.0020472509786486626,0.006182232056744397,greedy_done,52.52575527789566,9.277446
864,3,60,62,8.976971999999996,0.004380512051284313,0.00885517499409616,greedy_done,52.54288006856783,8.971782000000003
864,3,80,82,8.938475999999996,0.007538628997281194,0.01141509204171598,greedy_done,52.64128010424792,8.932563
864,3,100,102,9.023576999999996,0.011725763091817498,0.014141325955279171,greedy_done,52.739247504630754,8.961972000000001
1000,90,20,109,443.89862100000005,0.013244390953332186,0.08932889509014785,greedy_done,71.75127972189239,443.73238800000235
1000,90,40,129,444.08396100000004,0.018422493943944573,0.10998736508190632,greedy_done,72.28707931712839,443.9987370000017
1000,90,60,149,444.02907000000005,0.024384362041018903,0.12895100796595216,greedy_done,72.63644819144838,443.9102550000021
1000,90,80,169,443.85223500000006,0.03105745103675872,0.1465834960108623,greedy_done,72.88851120092849,443.8481010000018
1000,90,100,189,444.08871000000005,0.038923778920434415,0.16250097507145256,greedy_done,73.14906175055549,444.01943400000135
1000,75,20,94,363.65136300000006,0.00992395798675716,0.07184036402031779,greedy_done,70.58105271309572,363.60489900000067
1000,75,40,114,363.36358200000006,0.014991839998401701,0.09113205503672361,greedy_done,71.14789587641928,363.2770230000011
1000,75,60,134,363.50648400000006,0.019832271966151893,0.10636886395514011,greedy_done,71.5316569015471,363.492084000001
1000,75,80,154,363.61829700000004,0.026748254080303013,0.12171415996272117,greedy_done,71.80013631147487,363.5898690000012
1000,75,100,174,363.701766,0.03307793999556452,0.13752578699495643,greedy_done,72.0083133875196,363.68789700000104
1000,60,20,79,284.84605200000004,0.0072242580354213715,0.05463334999512881,greedy_done,69.23452177412258,284.6601840000002
1000,60,40,99,284.98284300000006,0.010935666970908642,0.07037445006426424,greedy_done,69.77740217014228,284.90918400000044
1000,60,60,119,284.913672,0.015860849991440773,0.08504149795044214,greedy_done,70.18356632554752,284.89488300000005
1000,60,80,139,284.62503000000004,0.02105747803580016,0.09915521694347262,greedy_done,70.46675577322036,284.6048639999999
1000,60,100,159,284.41707900000006,0.027466912986710668,0.1132993990322575,greedy_done,70.65527251726553,284.33851799999974
1000,45,20,64,212.01221400000003,0.004643857013434172,0.03956225700676441,greedy_done,67.60400335767646,211.9766669999999
1000,45,40,84,211.89080100000004,0.007832483039237559,0.052487042965367436,greedy_done,68.19942927728015,211.825704
1000,45,60,104,211.97301900000002,0.011893193004652858,0.0658773350296542,greedy_done,68.57709822354637,211.89602700000006
1000,45,80,124,212.05096200000003,0.016854202025569975,0.0797316370299086,greedy_done,68.86991301985317,211.99114199999994
1000,45,100,144,211.803996,0.023079680046066642,0.09194141696207225,greedy_done,69.05785928064722,211.76586300000002
1000,30,20,49,140.257068,0.002870948053896427,0.025808378006331623,greedy_done,65.31885984319725,140.18463000000006
1000,30,40,69,139.83263399999998,0.0053525499533861876,0.03729464707430452,greedy_done,66.03398122221287,139.7187060000001
1000,30,60,89,139.567146,0.008753253030590713,0.04773486603517085,greedy_done,66.3839409741355,139.50964200000013
1000,30,80,109,139.583682,0.013167948927730322,0.05820690107066184,greedy_done,66.63156066066402,139.5118020000001
1000,30,100,129,139.769022,0.018224823055788875,0.06838545692153275,greedy_done,66.8392472186855,139.74547500000025
1000,15,20,34,66.97742699999999,0.0014343239599838853,0.012915645027533174,greedy_done,61.49282416043661,66.94797000000005
1000,15,40,54,66.78121199999998,0.0033420040272176266,0.021640762919560075,greedy_done,62.309822334710624,66.72781200000001
1000,15,60,74,66.51276899999999,0.006088298046961427,0.029199683922342956,greedy_done,62.58138141813518,66.47832600000001
1000,15,80,94,66.31206599999999,0.009870782028883696,0.036506210919469595,greedy_done,62.7348603426937,66.29069400000004
1000,15,100,114,66.02428499999999,0.014352394035086036,0.04372109496034682,greedy_done,62.886252124827514,66.00490200000002
1000,5,20,24,18.734414999999995,0.0008029419695958495,0.004770942032337189,greedy_done,55.299250297394096,18.71303700000001
1000,5,40,44,18.736274999999992,0.002215832006186247,0.009240068960934877,greedy_done,55.89541530155774,18.530016000000007
1000,5,60,64,18.306644999999993,0.004680546000599861,0.013399814022704959,greedy_done,56.05032073290842,18.279429
1000,5,80,84,18.185231999999996,0.007883812999352813,0.01714057894423604,greedy_done,56.13843174739295,18.164301000000012
1000,5,100,104,18.267449999999993,0.011987011064775288,0.02084017195738852,greedy_done,56.246217610195984,18.23757900000001
1000,3,20,22,9.381371999999995,0.0006481320597231388,0.003072544001042843,greedy_done,51.952440058972165,9.297971999999998
1000,3,40,42,9.382148999999995,0.0020601439755409956,0.006159733980894089,greedy_done,52.52575527789566,9.277446
1000,3,60,62,8.976971999999996,0.0043022120371460915,0.008802199037745595,greedy_done,52.54288006856783,8.971782000000003
1000,3,80,82,8.938475999999996,0.007693449966609478,0.011420448077842593,greedy_done,52.64128010424792,8.932563
1000,3,100,102,9.023576999999996,0.011582546983845532,0.01419691403862089,greedy_done,52.739247504630754,8.961972000000001
