nb_clients,T,s,n_rounds,corrected_budget,build_seconds,solve_seconds,status,objective_value,achieved_GHG
216,5,80,84,18.185231999999996,0.007931047002784908,0.017327553941868246,greedy_done,56.13843174739295,18.164301000000012
216,5,100,104,18.267449999999993,0.01217780401930213,0.02073244599159807,greedy_done,56.246217610195984,18.23757900000001
216,3,20,22,9.381371999999995,0.0007128760917112231,0.0030608749948441982,greedy_done,51.952440058972165,9.297971999999998
216,3,40,42,9.382148999999995,0.0020405580289661884,0.0061274380423128605,greedy_done,52.52575527789566,9.277446
216,3,60,62,8.976971999999996,0.004361810046248138,0.00889618694782257,greedy_done,52.54288006856783,8.971782000000003
216,3,80,82,8.938475999999996,0.007660777075216174,0.011286434950307012,greedy_done,52.64128010424792,8.932563
216,3,100,102,9.023576999999996,0.011624034959822893,0.014081864967010915,greedy_done,52.739247504630754,8.961972000000001
432,90,20,109,443.89862100000005,0.013483272981829941,0.09009250206872821,greedy_done,71.75127972189239,443.73238800000235
432,90,40,129,444.08396100000004,0.018239990924485028,0.1098746641073376,greedy_done,72.28707931712839,443.9987370000017
432,90,60,149,444.02907000000005,0.024135681916959584,0.1290864630136639,greedy_done,72.63644819144838,443.9102550000021
432,90,80,169,443.85223500000006,0.032158814021386206,0.14757663290947676,greedy_done,72.88851120092849,443.8481010000018
432,90,100,189,444.08871000000005,0.03929519804660231,0.16180556896142662,greedy_done,73.14906175055549,444.01943400000135
